,Price,TV_name,diagonal,hdmi_n,usb_n,Ultra_HD,Full_HD,3D_Tv,volume,pixels,energy_cons,weight
465,519900.0,LG 65SK8500PLA,164.0,4.0,3.0,1.0,0.0,0.0,40.0,8294400.0,160.0,28.1
466,329999.0,Samsung UE65MU6402,165.0,3.0,2.0,1.0,0.0,0.0,20.0,8294400.0,,26.7
467,299900.0,Samsung GQ49Q6F,,,,1.0,0.0,,,8294400.0,,13.9
468,139990.0,TCL U55P6006,140.0,3.0,2.0,1.0,0.0,0.0,16.0,8294400.0,,14.0
469,86118.0,Panasonic VIERA TX-32ES400E,80.0,2.0,2.0,0.0,0.0,0.0,20.0,1049088.0,55.0,6.0
470,186900.0,LG 50UK6750PLD,127.0,4.0,2.0,1.0,0.0,0.0,20.0,8294400.0,123.0,12.8
471,215000.0,Philips 49PUS7502,123.0,4.0,2.0,1.0,0.0,0.0,45.0,8294400.0,132.0,20.3
472,174900.0,Samsung UE49MU6222,124.0,3.0,2.0,1.0,0.0,,20.0,8294400.0,,13.5
473,99990.0,JVC LT-43VF52J,109.0,3.0,2.0,0.0,1.0,0.0,16.0,2073600.0,,9.7
474,179900.0,Samsung UE55KU6072,139.0,3.0,2.0,1.0,0.0,0.0,20.0,8294400.0,154.0,16.0
475,72999.0,STRONG SRT 40FZ4003N,101.0,3.0,1.0,0.0,1.0,0.0,10.0,2073600.0,,7.6
476,243218.0,Toshiba 65U5863DG,165.0,3.0,2.0,1.0,0.0,0.0,24.0,8294400.0,,37.0
477,1091890.0,Samsung UE82NU8002,207.0,4.0,2.0,1.0,0.0,0.0,40.0,8294400.0,,45.7
478,482990.0,Samsung UE55KS9000,138.0,4.0,3.0,1.0,0.0,0.0,20.0,8294400.0,118.0,20.0
479,84999.0,Sharp AQUOS LC-32CFG6022E,81.0,3.0,2.0,0.0,1.0,0.0,20.0,2073600.0,,5.6
480,939000.0,LG OLED65E7V,165.0,4.0,3.0,1.0,0.0,0.0,60.0,8294400.0,214.0,23.1
481,76090.0,Sencor SLE 39F14TCS,99.0,3.0,1.0,0.0,1.0,,12.0,2073600.0,,6.3
482,94290.0,LG 43LV300C,109.0,1.0,1.0,0.0,1.0,0.0,10.0,2073600.0,,8.4
483,309980.0,LG 65UJ670V,164.0,4.0,2.0,1.0,0.0,0.0,20.0,8294400.0,144.0,27.6
484,828390.0,Samsung QE75Q6FN,189.0,4.0,2.0,1.0,0.0,0.0,40.0,8294400.0,,36.8
485,74990.0,Philips 32PFS5603,80.0,2.0,1.0,0.0,1.0,0.0,16.0,2073600.0,,5.1
486,34990.0,Orion T 19 D/LED,48.0,1.0,1.0,0.0,0.0,0.0,20.0,1049088.0,,3.5
487,199390.0,Philips 50PUS7303,127.0,4.0,2.0,1.0,0.0,0.0,20.0,8294400.0,,13.6
488,108690.0,JVC LT-43VU63J,109.0,3.0,2.0,1.0,0.0,0.0,20.0,8294400.0,,
489,81990.0,JVC LT-40VF44J,102.0,,2.0,0.0,1.0,,16.0,2073600.0,,13.0
490,50890.0,Sencor SLE 3219,81.0,3.0,1.0,0.0,0.0,0.0,10.0,1049088.0,,3.9
491,179900.0,Sony Bravia KD-43XE8077,108.0,4.0,1.0,1.0,0.0,0.0,20.0,8294400.0,97.0,10.8
492,63990.0,GoGEN TVF 32N571 STWEB,81.0,2.0,1.0,0.0,1.0,0.0,12.0,2073600.0,,5.5
493,99980.0,LG 43LV340C,109.0,1.0,1.0,0.0,1.0,0.0,20.0,2073600.0,,9.3
494,55990.0,Hyundai HLR 32T350 SMART,81.0,,,0.0,0.0,,12.0,1049088.0,,5.5
495,756800.0,Samsung UE75NU8002,191.0,4.0,2.0,1.0,0.0,0.0,40.0,8294400.0,,39.6
496,109990.0,Philips 49PFS4132,123.0,2.0,1.0,0.0,1.0,0.0,16.0,2073600.0,,12.1
497,949000.0,Samsung UE65F8000,163.0,4.0,3.0,0.0,1.0,1.0,20.0,2073600.0,143.0,26.9
498,479900.0,Samsung UE65NU7652,163.0,3.0,2.0,1.0,0.0,,20.0,8294400.0,,
499,229800.0,Sony Bravia KD-43XE8005,108.0,4.0,1.0,1.0,0.0,0.0,20.0,8294400.0,97.0,10.8
500,105990.0,Panasonic VIERA TX-32ES513E,81.0,2.0,2.0,0.0,1.0,,20.0,2073600.0,,6.5
501,219999.0,Philips 55PUS6482,139.0,4.0,2.0,1.0,0.0,0.0,25.0,8294400.0,149.0,17.1
502,716500.0,Samsung UE65KS9000,163.0,4.0,3.0,1.0,0.0,0.0,20.0,8294400.0,164.0,28.8
503,39900.0,Hyundai HLP 24150,61.0,2.0,1.0,0.0,0.0,0.0,5.0,1049088.0,,3.4
504,316800.0,LG 65UK6400PLF,165.0,3.0,2.0,1.0,0.0,0.0,20.0,8294400.0,,22.0
505,259990.0,Thomson 65UC6596,165.0,,,1.0,0.0,,,8294400.0,,21.0
506,99900.0,Panasonic VIERA TX-39EW334,99.0,,,0.0,1.0,,16.0,2073600.0,,8.1
507,69990.0,Hyundai FLR 32TS439 SMART,81.0,2.0,1.0,0.0,1.0,,12.0,2073600.0,,5.0
508,60000.0,LG 32LJ510B,80.0,2.0,1.0,0.0,0.0,0.0,10.0,1049088.0,40.0,4.9
509,453990.0,Panasonic VIERA TX-65EX703E,165.0,3.0,3.0,1.0,0.0,0.0,20.0,8294400.0,168.0,40.0
510,729990.0,Samsung QE65Q8CN,165.0,4.0,3.0,1.0,0.0,0.0,40.0,8294400.0,,27.7
511,124990.0,Toshiba 43U6763DG,109.0,4.0,3.0,1.0,0.0,0.0,20.0,8294400.0,,12.0
512,68900.0,JVC LT-32VH53J,81.0,3.0,2.0,0.0,0.0,0.0,12.0,1049088.0,,5.5
513,79900.0,LG 32LH570U,80.0,2.0,1.0,0.0,0.0,0.0,6.0,1049088.0,37.0,4.7
514,790000.0,Samsung QE65Q8CAM,163.0,4.0,3.0,1.0,0.0,0.0,60.0,8294400.0,,30.2
515,43900.0,Sharp AQUOS LC-24CHF4012,60.0,2.0,1.0,0.0,0.0,,6.0,1049088.0,,4.6
516,63935.0,Panasonic VIERA TX-24DS352E,60.0,,,0.0,0.0,,,,,
517,47025.0,Panasonic VIERA TX-24E200E,60.0,,,0.0,0.0,,,,,
518,1258900.0,Panasonic VIERA TX-65FZ950E,164.0,4.0,2.0,1.0,0.0,0.0,40.0,8294400.0,219.0,36.0
519,79990.0,Sencor SLE 43F14TCS,109.0,3.0,1.0,0.0,1.0,0.0,12.0,2073600.0,,7.6
